vehicle reg no,trip id,route description,mapper,company,date mapped,start coordinate,end coordinate,distance,start time,travel time,revenue,on/off discrepancy,fares,number of stops,total passengers,gps loss (km),city,route_id,direction,origin,destination,interval,travel_time_min,speed,hour,peak period
B422BJY,30568024,001_F_Area1_Town,Segomotso Peter,Gaborone,2020-12-09,"26.076092, -24.435177","26.076067, -24.435217",0.02,16:21:08,0:01,55.0,-11,5.0,5,11,0.0,Gaborone,001,F,Area1,Town,2021-01-08 16:15:00,1,1.2,16,peak
B239AKT,30605849,001_F_Area1_Town,Demo User,Gaborone,2020-12-10,"25.943218, -24.642729","25.943401, -24.642780",0.02,09:11:29,0:01,15.0,0,5.0,7,3,0.0,Gaborone,001,F,Area1,Town,2021-01-08 09:15:00,1,1.2,9,peak
B123ABC,30605898,001_F_Area1_Town,Demo User,Gaborone,2020-12-10,"25.943422, -24.642927","25.943375, -24.642851",0.42,09:15:56,0:09,45.0,0,5.0,15,9,0.0,Gaborone,001,F,Area1,Town,2021-01-08 09:15:00,9,2.8,9,peak
B123ABC,30605938,001_F_Area1_Town,Demo User,Gaborone,2020-12-10,"25.943407, -24.642902","25.943521, -24.642803",0.07,09:22:39,0:03,55.0,0,5.0,6,11,0.0,Gaborone,001,F,Area1,Town,2021-01-08 09:30:00,3,1.4,9,peak
B123ABC,30605961,BLOCK8,Demo User,Gaborone,2020-12-10,"25.943502, -24.642841","25.943480, -24.642878",0.09,09:29:56,0:02,65.0,0,5.0,5,13,0.0,Gaborone,BLOCK8,0,0,0,2021-01-08 09:30:00,2,2.7,9,peak
B123ABC,30605979,BTEEHH,Demo User,Gaborone,2020-12-10,"25.943417, -24.642904","25.943409, -24.642569",0.04,09:36:27,0:00,75.0,0,5.0,2,15,0.0,Gaborone,BTEEHH,0,0,0,2021-01-08 09:30:00,0,0.0,9,peak
B422BJY,30605987,001_F_Area1_Town,Segomotso Peter,Gaborone,2020-12-10,"25.943357, -24.642801","25.943357, -24.642801",0.0,09:32:40,0:00,10.0,-2,5.0,3,2,0.0,Gaborone,001,F,Area1,Town,2021-01-08 09:30:00,0,0.0,9,peak
B422BJY,30605998,001_F_Area1_Town,Segomotso Peter,Gaborone,2020-12-10,"25.943352, -24.642801","25.943359, -24.642805",0.0,09:52:58,0:00,55.0,0,5.0,3,11,0.0,Gaborone,001,F,Area1,Town,2021-01-08 10:00:00,0,0.0,9,peak
B422BJY,30606010,001_F_Area1_Town,Segomotso Peter,Gaborone,2020-12-10,"25.943430, -24.642792","25.943480, -24.642836",0.02,09:04:19,0:00,55.0,0,5.0,4,11,0.0,Gaborone,001,F,Area1,Town,2021-01-08 09:00:00,0,0.0,9,peak
B222BAF,30606033,001_F_Area1_Town,Demo User,Gaborone,2020-12-10,"25.943336, -24.642866","25.943336, -24.642866",0.0,13:06:55,0:01,7000.0,0,500.0,4,14,0.0,Gaborone,001,F,Area1,Town,2021-01-08 13:00:00,1,0.0,13,off peak
B4366GSD,30606077,FGHGR,Demo User,gabs,2020-12-10,"25.943151, -24.642878","25.943239, -24.642874",0.07,13:16:12,0:01,30.0,0,2.0,3,15,0.0,Gaborone,FGHGR,0,0,0,2021-01-08 13:15:00,1,4.2,13,off peak
B345BBA,30606106,001_F_Area1_Town,Demo User,Gaborone,2020-12-10,"25.854996, -24.615583","25.854996, -24.615583",0.0,19:45:15,0:03,100.0,0,5.0,8,20,0.0,Gaborone,001,F,Area1,Town,2021-01-08 19:45:00,3,0.0,19,peak
B858BGE,30606427,001_F_Area1_Town,Gorata Mogotsi,Gaborone,2020-12-11,"25.900936, -24.658607","25.918463, -24.606445",9.91,06:39:32,0:22,85.0,0,5.0,12,17,0.0,Gaborone,001,F,Area1,Town,2021-01-08 06:45:00,22,27.027272727272727,6,peak
B533APG,30606647,001_F_Area1_Town,Demo User,Gaborone,2020-12-11,"25.902054, -24.658686","25.906261, -24.600481",12.55,06:56:20,0:27,85.0,0,5.0,13,17,5.92,Gaborone,001,F,Area1,Town,2021-01-08 07:00:00,27,27.88888888888889,6,peak
B533APG,30606749,001_R_Area1_Town,Demo User,Gaborone,2020-12-11,"25.911734, -24.605333","25.902025, -24.658722",8.84,07:27:33,0:22,25.0,-5,5.0,8,5,4.27,Gaborone,001,R,Area1,Town,2021-01-08 07:30:00,22,24.10909090909091,7,peak
B741BCV,30606779,BLOCK8 ROUTE1,Demo User,Gaborone,2020-12-11,"25.904772, -24.645077","25.906017, -24.642340",0.33,07:54:22,0:00,75.0,14,5.0,2,15,0.0,Gaborone,BLOCK8 ROUTE1,0,0,0,2021-01-08 08:00:00,0,0.0,7,peak
B377AAC,30607626,GAB002_F_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.901651, -24.656046","25.911642, -24.661602",23.95,07:18:12,1:05,135.0,-14,5.0,25,27,10.35,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 07:15:00,65,22.107692307692307,7,peak
B753AZO,30607681,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904125, -24.663263","25.904125, -24.663263",0.0,10:19:37,0:01,85.0,0,5.0,6,17,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 10:15:00,1,0.0,10,peak
B377AAC,30607815,GAB002_F_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.903473, -24.658413","25.930420, -24.597307",11.24,09:36:44,0:36,65.0,-12,5.0,8,13,8.79,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 09:30:00,36,18.73333333333333,9,peak
B377AAC,30608034,GAB002_F_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.930634, -24.596373","25.903509, -24.658571",12.99,10:15:31,0:44,85.0,-1,5.0,11,17,6.32,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 10:15:00,44,17.713636363636365,10,peak
B242BGN,30608061,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.848921, -24.622051","25.848921, -24.622051",0.0,11:45:20,0:03,35.0,0,5.0,10,7,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 11:45:00,3,0.0,11,off peak
B801BEU,30608127,GAB004_F_Gaborone Center_Mogoditshane Route 4,Bob,Gaborone,2020-12-11,"25.902830, -24.657621","25.900301, -24.660454",0.64,11:06:07,0:46,50.0,0,5.0,5,10,0.0,Gaborone,GAB004,F,Gaborone Center,Mogoditshane Route 4,2021-01-08 11:00:00,46,0.8347826086956522,11,off peak
B753BZ0,30608601,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.906736, -24.663557","25.987904, -24.652763",12.61,11:00:36,0:36,195.0,0,5.0,26,39,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 11:00:00,36,21.016666666666666,11,off peak
B753AZO,30608845,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.978218, -24.658262","25.942490, -24.669146",4.62,11:41:46,0:11,80.0,-9,5.0,13,16,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 11:45:00,11,25.2,11,off peak
B241BBF,30608876,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904156, -24.663225","25.904156, -24.663225",0.0,11:57:56,0:02,70.0,0,5.0,4,14,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 12:00:00,2,0.0,11,off peak
B546BIW,30609653,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.939671, -24.609617","25.848736, -24.622118",17.29,10:58:06,1:15,120.0,0,5.0,26,24,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 11:00:00,75,13.832,10,peak
B753AZO,30609775,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.915462, -24.659660","25.904221, -24.663265",1.58,12:06:21,0:10,95.0,0,5.0,13,19,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 12:00:00,10,9.48,12,off peak
B115BBH,30610990,GAB002_F_Gaborone Center_Block 10,Demo User,Gaborone,2020-12-11,"25.902746, -24.658575","25.903522, -24.658592",29.75,10:53:37,1:26,265.0,0,5.0,5,53,0.0,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 11:00:00,86,20.75581395348837,10,peak
B132BLL,30611102,001_F_Area1_Town,Demo User,Gaborone,2020-12-11,"25.913996, -24.628258","25.943115, -24.610071",5.75,07:59:18,0:18,60.0,0,5.0,13,12,3.01,Gaborone,001,F,Area1,Town,2021-01-08 08:00:00,18,19.166666666666664,7,peak
B421APB,30612047,GAB003_R_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904156, -24.663174","25.904112, -24.663385",24.16,12:03:56,1:02,125.0,0,5.0,23,25,0.0,Gaborone,GAB003,R,Gaborone Center,Thlowkeng Route 4,2021-01-08 12:00:00,62,23.380645161290325,12,off peak
B377AAC,30612132,GAB002_F_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.930096, -24.631689","25.930359, -24.595474",4.9,12:45:28,0:30,75.0,0,5.0,8,15,4.36,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 12:45:00,30,9.8,12,off peak
B377AAC,30612232,GAB002_R_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.927616, -24.593054","25.903530, -24.658686",12.71,13:17:07,0:43,115.0,0,5.0,17,23,9.77,Gaborone,GAB002,R,Gaborone Center,Block 10,2021-01-08 13:15:00,43,17.73488372093023,13,off peak
B541BIL,30612653,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904171, -24.663132","25.980627, -24.663015",14.18,12:38:42,0:31,15.0,0,5.0,11,3,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 12:45:00,31,27.44516129032258,12,off peak
B541BIL,30612997,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.978163, -24.658295","25.904003, -24.663721",10.35,13:14:35,0:27,55.0,-4,5.0,11,11,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 13:15:00,27,23.0,13,off peak
B753AZO,30613486,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904238, -24.663118","25.990124, -24.657497",12.27,14:14:56,0:35,95.0,0,5.0,14,19,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 14:15:00,35,21.034285714285712,14,off peak
B132BLL,30613842,GAB005_R_Gaborone Center_Mogoditshane Route 5,Bob,Gaborone,2020-12-11,"25.864916, -24.620016","25.943331, -24.609989",11.5,14:30:33,0:43,75.0,0,5.0,14,15,1.67,Gaborone,GAB005,R,Gaborone Center,Mogoditshane Route 5,2021-01-08 14:30:00,43,16.046511627906977,14,off peak
B753AZO,30614330,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.984863, -24.662289","25.904013, -24.663469",11.14,14:52:01,0:33,55.0,0,5.0,12,11,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 14:45:00,33,20.25454545454545,14,off peak
B377AAC,30614435,GAB002_F_Gaborone Center_Block 10,Bob,Gaborone,2020-12-11,"25.903364, -24.658327","25.923643, -24.589693",12.23,14:44:59,0:59,100.0,0,5.0,16,20,9.86,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 14:45:00,59,12.43728813559322,14,off peak
B546BIW,30615086,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.848787, -24.622261","25.937019, -24.609535",16.74,14:44:21,1:00,115.0,0,5.0,23,23,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 14:45:00,60,16.74,14,off peak
B377AAC,30615193,GAB001_R_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.921314, -24.590521","25.919718, -24.658762",9.26,15:46:18,0:33,95.0,0,5.0,13,19,7.71,Gaborone,GAB001,R,Gaborone Center,Block 8 Route 1,2021-01-08 15:45:00,33,16.836363636363636,15,peak
B297AZO,30615330,BLOCK 8,Demo User,Gaborone,2020-12-11,"25.902056, -24.658712","25.908731, -24.641388",3.18,09:35:21,0:05,285.0,14,5.0,8,57,0.0,Gaborone,BLOCK 8,0,0,0,2021-01-08 09:30:00,5,38.16,9,peak
B297AZO,30615373,BLOCK 8,Demo User,Gobarane,2020-12-11,"25.916702, -24.603180","25.915962, -24.601034",0.25,10:39:09,0:00,0.0,0,0.0,1,0,0.0,Gaborone,BLOCK 8,0,0,0,2021-01-08 10:45:00,0,0.0,10,peak
B297AZO,30615472,BLOCK 8,Demo User,Gaborone,2020-12-11,"25.911228, -24.642441","25.914164, -24.628557",2.16,09:43:06,0:08,85.0,12,5.0,4,17,0.0,Gaborone,BLOCK 8,0,0,0,2021-01-08 09:45:00,8,16.200000000000003,9,peak
B297AZO,30615716,BLOCK 8,Demo User,Gaborone,2020-12-11,"25.917860, -24.613371","25.916864, -24.605116",6.13,09:59:11,0:20,90.0,0,5.0,12,18,0.0,Gaborone,BLOCK 8,0,0,0,2021-01-08 10:00:00,20,18.39,9,peak
B297AZO,30615817,BLOCK 8,Demo User,Gobarane,2020-12-11,"25.915558, -24.599964","25.913296, -24.596418",0.99,10:41:27,0:00,0.0,0,0.0,1,0,0.0,Gaborone,BLOCK 8,0,0,0,2021-01-08 10:45:00,0,0.0,10,peak
B546BIW,30615945,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.881153, -24.617107","25.860971, -24.623075",2.3,16:28:31,0:00,55.0,11,5.0,3,11,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 16:30:00,0,0.0,16,peak
B741BCV,30616006,BLOCK8 ROUTE 1,Demo User,Gaborone,2020-12-11,"25.912804, -24.641640","25.915739, -24.629766",1.7,07:57:22,0:03,80.0,12,5.0,4,16,0.0,Gaborone,BLOCK8 ROUTE 1,0,0,0,2021-01-08 08:00:00,3,34.0,7,peak
B741BCV,30616067,BLOCK 8ROUTE1,Bob,Gaborone,2020-12-11,"25.900517, -24.659599","25.903000, -24.649443",1.64,09:28:49,0:00,70.0,14,5.0,1,14,0.0,Gaborone,BLOCK 8ROUTE1,0,0,0,2021-01-08 09:30:00,0,0.0,9,peak
B741BCV,30616109,BLOCK 8 ROUTE 1,Bob,Gaborone,2020-12-11,"25.906376, -24.641785","25.913305, -24.640730",0.93,09:34:26,0:00,70.0,14,5.0,1,14,0.0,Gaborone,BLOCK 8 ROUTE 1,0,0,0,2021-01-08 09:30:00,0,0.0,9,peak
B741BCV,30616272,BLOCK 8 ROUTE1,Bob,Gaborone,2020-12-11,"25.924406, -24.610437","25.909836, -24.596622",3.81,09:54:04,0:05,30.0,4,5.0,3,6,0.0,Gaborone,BLOCK 8 ROUTE1,0,0,0,2021-01-08 10:00:00,5,45.72,9,peak
B741BCV,30616284,BLOCK8 ROUTE1,Bob,Gaborone,2020-12-11,"25.917021, -24.604965","25.916943, -24.604807",0.02,13:07:25,0:00,0.0,0,0.0,1,0,0.0,Gaborone,BLOCK8 ROUTE1,0,0,0,2021-01-08 13:00:00,0,0.0,13,off peak
B741BCV,30616306,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.909203, -24.596975","25.907503, -24.599022",0.29,15:24:37,0:00,10.0,2,5.0,2,2,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 15:30:00,0,0.0,15,peak
B741BCV,30616913,BLOCK8 ROUTE1,Bob,Gaborone,2020-12-11,"25.916771, -24.603260","25.902094, -24.658861",14.92,13:08:31,0:54,105.0,0,5.0,18,21,0.0,Gaborone,BLOCK8 ROUTE1,0,0,0,2021-01-08 13:15:00,54,16.57777777777778,13,off peak
B741BCV,30617516,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.901106, -24.658470","25.914003, -24.601774",14.3,14:14:29,0:46,85.0,0,5.0,17,17,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 14:15:00,46,18.65217391304348,14,off peak
B741BCV,30618001,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.909040, -24.603344","25.902042, -24.658821",12.13,15:31:58,0:39,85.0,-3,5.0,16,17,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 15:30:00,39,18.661538461538463,15,peak
B841BKM,30618897,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.904142, -24.663010","25.904051, -24.663403",24.53,15:46:52,1:03,145.0,0,5.0,22,29,0.0,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 15:45:00,63,23.36190476190476,15,peak
B858BGE,30618945,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.901928, -24.658865","25.901928, -24.658865",0.0,16:49:03,0:07,115.0,0,5.0,7,23,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 16:45:00,7,0.0,16,peak
B546BIW,30619101,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.859051, -24.624746","25.849003, -24.622110",3.68,16:48:08,0:12,45.0,-9,5.0,8,9,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 16:45:00,12,18.4,16,peak
B533APG,30619122,GAB001_R_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.902039, -24.658899","25.901953, -24.658844",0.01,16:58:43,0:06,80.0,0,5.0,8,16,0.0,Gaborone,GAB001,R,Gaborone Center,Block 8 Route 1,2021-01-08 17:00:00,6,0.1,16,peak
B858BGE,30619142,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.901894, -24.658850","25.901894, -24.658850",0.0,17:03:37,0:01,75.0,0,5.0,4,15,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 17:00:00,1,0.0,17,peak
B858BGE,30619154,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.901909, -24.658838","25.901909, -24.658838",0.0,17:08:40,0:10,100.0,0,5.0,11,20,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 17:15:00,10,0.0,17,peak
B546BIW,30619326,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.877769, -24.616388","25.911755, -24.625643",5.27,17:12:35,0:11,75.0,0,5.0,7,15,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 17:15:00,11,28.745454545454542,17,peak
B132BLL,30620754,GAB005_R_Gaborone Center_Mogoditshane Route 5,Bob,Gaborone,2020-12-11,"25.893650, -24.628214","25.849718, -24.623247",8.3,16:54:07,0:33,50.0,-7,5.0,8,10,0.0,Gaborone,GAB005,R,Gaborone Center,Mogoditshane Route 5,2021-01-08 17:00:00,33,15.090909090909092,16,peak
B115BBH,30621950,GAB002_F_Gaborone Center_Block 10,Demo User,Gaborone,2020-12-11,"25.903446, -24.658695","25.902246, -24.658304",29.34,16:34:08,1:33,205.0,0,5.0,26,41,0.0,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 16:30:00,93,18.92903225806452,16,peak
B115BBH,30623205,GAB002_F_Gaborone Center_Block 10,Demo User,Gaborone,2020-12-11,"25.902651, -24.658678","25.902216, -24.658251",29.29,13:21:45,1:42,200.0,0,5.0,29,40,0.0,Gaborone,GAB002,F,Gaborone Center,Block 10,2021-01-08 13:15:00,102,17.229411764705883,13,off peak
B858BGE,30623362,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-11,"25.845127, -24.648445","25.845127, -24.648445",0.0,21:09:17,0:00,95.0,-15,5.0,7,19,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 21:15:00,0,0.0,21,peak
B541BIL,30623747,GAB003_R_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.907949, -24.663441","25.982380, -24.654139",13.36,16:59:13,0:28,75.0,0,5.0,12,15,0.0,Gaborone,GAB003,R,Gaborone Center,Thlowkeng Route 4,2021-01-08 17:00:00,28,28.62857142857143,16,peak
B541BIL,30624060,GAB003_F_Gaborone Center_Thlowkeng Route 4,Bob,Gaborone,2020-12-11,"25.979345, -24.657335","25.904053, -24.663113",10.57,17:30:06,0:28,55.0,0,5.0,11,11,0.38,Gaborone,GAB003,F,Gaborone Center,Thlowkeng Route 4,2021-01-08 17:30:00,28,22.65,17,peak
B858BGE,30625125,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-13,"25.963230, -24.685354","25.963230, -24.685354",0.0,09:36:03,0:11,100.0,0,5.0,10,20,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 09:30:00,11,0.0,9,peak
B858BGE,30625150,GAB001_F_Gaborone Center_Block 8 Route 1,Bob,Gaborone,2020-12-13,"25.963232, -24.685406","25.963243, -24.685406",0.0,09:52:34,0:01,80.0,0,5.0,10,16,0.0,Gaborone,GAB001,F,Gaborone Center,Block 8 Route 1,2021-01-08 10:00:00,1,0.0,9,peak
B315BJK,30625934,GAB005_F_Gaborone Center_Mogoditshane Route 5,Demo User,Gaborone,2020-12-11,"25.942642, -24.611593","25.848688, -24.621914",17.75,13:37:51,1:15,95.0,0,5.0,24,19,0.0,Gaborone,GAB005,F,Gaborone Center,Mogoditshane Route 5,2021-01-08 13:45:00,75,14.2,13,off peak
AAA123,30466682,MAS001_F_Maseru Town Center_Khubetsoana,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540146, -29.296120","27.540131, -29.296143",0.0,13:29:19,0:01,16.0,-2,8,4,2,0.0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,2021-01-08 13:30:00,1,0.0,13,off peak
RP216,30466858,MAS002_F_Maseru Town Center_Naleli,Khopotso Shoaepane,Maseru_Association_Test,2020-12-08,"27.540224, -29.296146","27.540028, -29.296227",0.08,13:44:04,0:02,24.0,0,8,4,3,0.0,Maseru,MAS002,F,Maseru Town Center,Naleli,2021-01-08 13:45:00,2,2.4,13,off peak
RC454,30466907,MAS002_F_Maseru Town Center_Naleli,Mpho  Mokitimi,Maseru_Association_Test,2020-12-08,"27.540031, -29.296204","27.540031, -29.296204",0.0,13:47:56,0:00,24.0,0,8,3,3,0.0,Maseru,MAS002,F,Maseru Town Center,Naleli,2021-01-08 13:45:00,0,0.0,13,off peak
AU781,30466938,MAS002_R_Maseru Town Center_Naleli,Mafusi Sakoane,Maseru_Association_Test,2020-12-08,"27.540123, -29.296217","27.540125, -29.296217",0.0,13:52:10,0:01,16.0,0,8,4,2,0.0,Maseru,MAS002,R,Maseru Town Center,Naleli,2021-01-08 13:45:00,1,0.0,13,off peak
RP216,30466956,MAS002_R_Maseru Town Center_Naleli,Khopotso Shoaepane,Maseru_Association_Test,2020-12-08,"27.539961, -29.296282","27.539715, -29.296490",0.11,13:52:21,0:01,16.0,0,8,4,2,0.0,Maseru,MAS002,R,Maseru Town Center,Naleli,2021-01-08 13:45:00,1,6.6,13,off peak
C9253,30466971,MAS005_F_Maseru Town Center_Abia,Mantlatseng Tabaliatile,Maseru_Association_Test,2020-12-08,"27.540100, -29.296307","27.540062, -29.296276",0.02,13:51:42,0:00,0.0,0,0,1,0,0.0,Maseru,MAS005,F,Maseru Town Center,Abia,2021-01-08 13:45:00,0,0.0,13,off peak
AAA123,30466987,MAS012_F_Maseru Town Center_Thetsane,Lerato  Mosotho,Maseru_Association_Test,2020-12-08,"27.540129, -29.296200","27.540129, -29.296200",0.0,14:36:03,0:01,32.0,0,8,3,4,0.0,Maseru,MAS012,F,Maseru Town Center,Thetsane,2021-01-08 14:30:00,1,0.0,14,off peak
CP189,30467001,MAS001_F_Maseru Town Center_Khubetsoana,Makarabelo Tsoene,Maseru_Association_Test,2020-12-08,"27.540518, -29.296265","27.540062, -29.296171",0.05,13:56:38,0:42,8.0,0,8,2,1,0.0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,2021-01-08 14:00:00,42,0.0714285714285714,13,off peak
AAA123,30467027,MAS001_F_Maseru Town Center_Khubetsoana,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540079, -29.296190","27.540077, -29.296198",0.02,14:38:48,0:03,24.0,0,8,4,3,0.0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,2021-01-08 14:45:00,3,0.4,14,off peak
AAA123,30467039,MAS001_F_Maseru Town Center_Khubetsoana,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540302, -29.296118","27.540302, -29.296118",0.0,14:47:09,0:00,24.0,0,8,4,3,0.0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,2021-01-08 14:45:00,0,0.0,14,off peak
AAA123,30467079,MAS011_R_Maseru Town Center_Main South 1,Lerato  Mosotho,Maseru_Association_Test,2020-12-08,"27.539970, -29.296154","27.540056, -29.296213",0.01,14:48:20,0:03,32.0,0,8,4,4,0.0,Maseru,MAS011,R,Maseru Town Center,Main South 1,2021-01-08 14:45:00,3,0.2,14,off peak
AAA123,30467093,MAS012_F_Maseru Town Center_Thetsane,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.539978, -29.296215","27.540028, -29.296209",0.03,14:49:24,0:05,32.0,0,8,5,4,0.0,Maseru,MAS012,F,Maseru Town Center,Thetsane,2021-01-08 14:45:00,5,0.36,14,off peak
RC454,30467154,MAS001_F_Maseru Town Center_Khubetsoana,Mpho  Mokitimi,Maseru_Association_Test,2020-12-08,"27.539988, -29.296135","27.539988, -29.296135",0.0,15:01:43,0:00,32.0,0,8,4,4,0.0,Maseru,MAS001,F,Maseru Town Center,Khubetsoana,2021-01-08 15:00:00,0,0.0,15,peak
AAA123,30467167,MAS002_F_Maseru Town Center_Naleli,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540079, -29.296156","27.540146, -29.296232",0.01,15:01:25,0:01,32.0,0,8,4,4,0.0,Maseru,MAS002,F,Maseru Town Center,Naleli,2021-01-08 15:00:00,1,0.6,15,peak
AAA123,30467194,MAS002_F_Maseru Town Center_Naleli,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540064, -29.296196","27.540071, -29.296206",0.0,15:05:13,0:00,32.0,0,8,3,4,0.0,Maseru,MAS002,F,Maseru Town Center,Naleli,2021-01-08 15:00:00,0,0.0,15,peak
AAA123,30467348,MAS001_R_Maseru Town Center_Khubetsoana,Mohau Musi,Maseru_Association_Test,2020-12-08,"27.540701, -29.297199","27.540155, -29.295786",0.35,15:21:50,0:02,24.0,0,8,3,3,0.0,Maseru,MAS001,R,Maseru Town Center,Khubetsoana,2021-01-08 15:15:00,2,10.5,15,peak
AAA123,30467358,MAS002_R_Maseru Town Center_Naleli,Enumerator Test,Maseru_Association_Test,2020-12-08,"27.540049, -29.296236","27.540049, -29.296236",0.0,15:27:03,0:01,32.0,0,8,5,4,0.0,Maseru,MAS002,R,Maseru Town Center,Naleli,2021-01-08 15:30:00,1,0.0,15,peak
